"NDC","YEAR","MONTH"
"71919-100-09",2010,4
"71919-100-10",2010,4
"71919-101-07",2010,2
"71919-101-08",2010,2
"71919-101-09",2010,2
"71919-101-10",2010,2
"71919-102-07",2010,2
"71919-102-08",2010,2
"71919-102-09",2010,2
"71919-102-10",2010,2
"71919-103-07",2010,6
"71919-103-08",2010,6
"71919-103-09",2010,6
"71919-103-10",2010,6
"71919-104-07",2010,4
"71919-104-08",2010,4
"71919-104-09",2010,4
"71919-104-10",2010,4
"71919-106-07",2010,4
"71919-106-08",2010,4
"71919-106-09",2010,4
"71919-106-10",2010,4
"71919-107-07",2010,4
"71919-107-08",2010,4
"71919-107-09",2010,4
"71919-107-10",2010,4
"71919-108-07",2011,4
"71919-108-08",2011,4
"71919-108-09",2011,4
"71919-108-10",2011,4
"71919-109-07",2010,4
"71919-109-08",2010,4
"71919-109-09",2010,4
"71919-109-10",2010,4
"71919-110-07",2016,4
"71919-110-08",2016,4
"71919-110-09",2016,4
"71919-110-10",2016,4
"71919-111-07",2010,4
"71919-111-08",2010,4
"71919-111-09",2010,4
"71919-111-10",2010,4
"71919-113-07",2009,12
"71919-113-08",2009,12
"71919-113-09",2009,12
"71919-113-10",2009,12
"71919-114-07",2010,4
"71919-114-08",2010,4
"71919-114-09",2010,4
"71919-114-10",2010,4
"71919-116-07",2010,4
"71919-116-08",2010,4
"71919-116-09",2010,4
"71919-116-10",2010,4
"71919-117-07",2010,4
"71919-117-08",2010,4
"71919-117-09",2010,4
"71919-117-10",2010,4
"71919-118-07",2010,12
"71919-118-08",2010,12
"71919-118-09",2010,12
"71919-118-10",2010,12
"71919-119-07",2010,4
"71919-119-08",2010,4
"71919-119-09",2010,4
"71919-119-10",2010,4
"71919-120-07",2010,4
"71919-120-08",2010,4
"71919-120-09",2010,4
"71919-120-10",2010,4
"71919-121-07",2012,6
"71919-121-08",2012,6
"71919-121-09",2012,6
"71919-121-10",2012,6
"71919-122-07",2012,11
"71919-122-08",2012,11
"71919-122-09",2012,11
"71919-122-10",2012,11
"71919-123-07",2011,1
"71919-123-08",2011,1
"71919-123-09",2011,1
"71919-123-10",2011,1
"71919-124-07",2011,1
"71919-124-08",2011,1
"71919-124-09",2011,1
"71919-124-10",2011,1
"71919-125-07",2010,12
"71919-125-08",2010,12
"71919-125-09",2010,12
"71919-125-10",2010,12
"71919-126-07",2010,4
"71919-126-08",2010,4
"71919-126-09",2010,4
"71919-126-10",2010,4
"71919-127-07",2010,5
"71919-127-08",2010,5
"71919-127-09",2010,5
"71919-127-10",2010,5
"71919-129-07",2009,11
"71919-129-08",2009,11
"71919-129-09",2009,11
"71919-129-10",2009,11
"71919-130-07",2015,7
"71919-130-08",2015,7
"71919-130-09",2015,7
"71919-130-10",2015,7
"71919-131-07",2010,4
"71919-131-08",2010,4
"71919-131-09",2010,4
"71919-131-10",2010,4
"71919-132-07",2010,2
"71919-132-08",2010,2
"71919-132-09",2010,2
"71919-132-10",2010,2
"71919-133-07",2010,5
"71919-133-08",2010,5
"71919-133-09",2010,5
"71919-133-10",2010,5
"71919-134-07",2013,3
"71919-134-08",2013,3
"71919-134-09",2013,3
"71919-134-10",2013,3
"71919-135-07",2010,2
"71919-135-08",2010,2
"71919-135-09",2010,2
"71919-135-10",2010,2
"71919-136-07",2015,8
"71919-136-08",2015,8
"71919-136-09",2015,8
"71919-136-10",2015,8
"71919-137-07",2010,2
"71919-137-08",2010,2
"71919-137-09",2010,2
"71919-137-10",2010,2
"71919-138-07",2011,4
"71919-138-08",2011,4
"71919-138-09",2011,4
"71919-138-10",2011,4
"71919-139-07",2010,6
"71919-139-08",2010,6
"71919-139-09",2010,6
"71919-139-10",2010,6
"71919-140-07",2010,10
"71919-140-08",2010,10
"71919-140-09",2010,10
"71919-140-10",2010,10
"71919-141-07",2010,2
"71919-141-08",2010,2
"71919-141-09",2010,2
"71919-141-10",2010,2
"71919-142-07",2014,5
"71919-142-08",2014,5
"71919-142-09",2014,5
"71919-142-10",2014,5
"71919-143-07",2010,2
"71919-143-08",2010,2
"71919-143-09",2010,2
"71919-143-10",2010,2
"71919-144-07",2010,2
"71919-144-08",2010,2
"71919-144-09",2010,2
"71919-144-10",2010,2
"71919-145-07",2010,7
"71919-145-08",2010,7
"71919-145-09",2010,7
"71919-145-10",2010,7
"71919-146-07",2010,2
"71919-146-08",2010,2
"71919-146-09",2010,2
"71919-146-10",2010,2
"71919-147-07",2011,1
"71919-147-08",2011,1
"71919-147-09",2011,1
"71919-147-10",2011,1
"71919-148-07",2010,5
"71919-148-08",2010,5
"71919-148-09",2010,5
"71919-148-10",2010,5
"71919-149-07",2010,2
"71919-149-08",2010,2
"71919-149-09",2010,2
"71919-149-10",2010,2
"71919-150-07",2010,2
"71919-150-08",2010,2
"71919-150-09",2010,2
"71919-150-10",2010,2
"71919-151-07",2012,1
"71919-151-08",2012,1
"71919-151-09",2012,1
"71919-151-10",2012,1
"71919-152-07",2012,7
"71919-152-08",2012,7
"71919-152-09",2012,7
"71919-152-10",2012,7
"71919-154-07",2010,3
"71919-154-08",2010,3
"71919-154-09",2010,3
"71919-154-10",2010,3
"71919-155-07",2010,2
"71919-155-08",2010,2
"71919-155-09",2010,2
"71919-155-10",2010,2
"71919-156-07",2010,2
"71919-156-08",2010,2
"71919-156-09",2010,2
"71919-156-10",2010,2
"71919-157-07",2010,2
"71919-157-08",2010,2
"71919-157-09",2010,2
"71919-157-10",2010,2
"71919-158-07",2010,2
"71919-158-08",2010,2
"71919-158-09",2010,2
"71919-158-10",2010,2
"71919-159-07",2010,2
"71919-159-08",2010,2
"71919-159-09",2010,2
"71919-159-10",2010,2
"71919-160-07",2010,4
"71919-160-08",2010,4
"71919-160-09",2010,4
"71919-160-10",2010,4
"71919-162-07",2010,2
"71919-162-08",2010,2
"71919-162-09",2010,2
"71919-162-10",2010,2
"71919-163-07",2010,2
"71919-163-08",2010,2
"71919-163-09",2010,2
"71919-163-10",2010,2
"71919-165-07",2012,11
"71919-165-08",2012,11
"71919-165-09",2012,11
"71919-165-10",2012,11
"71919-166-07",2010,2
"71919-166-08",2010,2
"71919-166-09",2010,2
"71919-166-10",2010,2
"71919-167-07",2010,12
"71919-167-08",2010,12
"71919-167-09",2010,12
"71919-167-10",2010,12
"71919-168-07",2010,5
"71919-168-08",2010,5
"71919-168-09",2010,5
"71919-168-10",2010,5
"71919-169-07",2012,3
"71919-169-08",2012,3
"71919-169-09",2012,3
"71919-169-10",2012,3
"71919-170-07",2010,2
"71919-170-08",2010,2
"71919-170-09",2010,2
"71919-170-10",2010,2
"71919-171-07",2010,2
"71919-171-08",2010,2
"71919-171-09",2010,2
"71919-171-10",2010,2
"71919-172-07",2010,2
"71919-172-08",2010,2
"71919-172-09",2010,2
"71919-172-10",2010,2
"71919-173-07",2010,4
"71919-173-08",2010,4
"71919-173-09",2010,4
"71919-173-10",2010,4
"71919-174-07",2010,10
"71919-174-08",2010,10
"71919-174-09",2010,10
"71919-174-10",2010,10
"71919-175-07",2013,12
"71919-175-08",2013,12
"71919-175-09",2013,12
"71919-175-10",2013,12
"71919-176-07",2010,12
"71919-176-08",2010,12
"71919-176-09",2010,12
"71919-176-10",2010,12
"71919-177-07",2010,2
"71919-177-08",2010,2
"71919-177-09",2010,2
"71919-177-10",2010,2
"71919-180-07",2010,2
"71919-180-08",2010,2
"71919-180-09",2010,2
"71919-180-10",2010,2
"71919-182-07",2010,2
"71919-182-08",2010,2
"71919-182-09",2010,2
"71919-182-10",2010,2
"71919-183-07",2012,2
"71919-183-08",2012,2
"71919-183-09",2012,2
"71919-183-10",2012,2
"71919-184-07",2010,2
"71919-184-08",2010,2
"71919-184-09",2010,2
"71919-184-10",2010,2
"71919-185-07",2010,5
"71919-185-08",2010,5
"71919-185-09",2010,5
"71919-185-10",2010,5
"71919-186-07",2010,2
"71919-186-08",2010,2
"71919-186-09",2010,2
"71919-186-10",2010,2
"71919-187-07",2010,2
"71919-187-08",2010,2
"71919-187-09",2010,2
"71919-187-10",2010,2
"71919-188-07",2010,2
"71919-188-08",2010,2
"71919-188-09",2010,2
"71919-188-10",2010,2
"71919-189-07",2010,3
"71919-189-08",2010,3
"71919-189-09",2010,3
"71919-189-10",2010,3
"71919-190-07",2010,2
"71919-190-08",2010,2
"71919-190-09",2010,2
"71919-190-10",2010,2
"71919-191-07",2010,2
"71919-191-08",2010,2
"71919-191-09",2010,2
"71919-191-10",2010,2
"71919-192-07",2011,1
"71919-192-08",2011,1
"71919-192-09",2011,1
"71919-192-10",2011,1
"71919-193-07",2010,10
"71919-193-08",2010,10
"71919-193-09",2010,10
"71919-193-10",2010,10
"71919-194-07",2010,2
"71919-194-08",2010,2
"71919-194-09",2010,2
"71919-194-10",2010,2
"71919-195-07",2011,7
"71919-195-08",2011,7
"71919-195-09",2011,7
"71919-195-10",2011,7
"71919-196-07",2016,2
"71919-196-08",2016,2
"71919-196-09",2016,2
"71919-196-10",2016,2
"71919-197-07",2011,3
"71919-197-08",2011,3
"71919-197-09",2011,3
"71919-197-10",2011,3
"71919-198-07",2010,2
"71919-198-08",2010,2
"71919-198-09",2010,2
"71919-198-10",2010,2
"71919-199-07",2013,2
"71919-199-08",2013,2
"71919-199-09",2013,2
"71919-199-10",2013,2
"71919-200-07",2010,2
"71919-200-08",2010,2
"71919-200-09",2010,2
"71919-200-10",2010,2
"71919-202-07",2010,2
"71919-202-08",2010,2
"71919-202-09",2010,2
"71919-202-10",2010,2
"71919-203-07",2011,2
"71919-203-08",2011,2
"71919-203-09",2011,2
"71919-203-10",2011,2
"71919-204-07",2011,3
"71919-204-08",2011,3
"71919-204-09",2011,3
"71919-204-10",2011,3
"71919-205-07",2010,2
"71919-205-08",2010,2
"71919-205-09",2010,2
"71919-205-10",2010,2
"71919-206-07",2010,3
"71919-206-08",2010,3
"71919-206-09",2010,3
"71919-206-10",2010,3
"71919-209-07",2010,8
"71919-209-08",2010,8
"71919-209-09",2010,8
"71919-209-10",2010,8
"71919-210-07",2011,12
"71919-210-08",2011,12
"71919-210-09",2011,12
"71919-210-10",2011,12
"71919-211-07",2010,6
"71919-211-08",2010,6
"71919-211-09",2010,6
"71919-211-10",2010,6
"71919-212-07",2010,2
"71919-212-08",2010,2
"71919-212-09",2010,2
"71919-212-10",2010,2
"71919-213-07",2010,3
"71919-213-08",2010,3
"71919-213-09",2010,3
"71919-213-10",2010,3
"71919-214-07",2013,6
"71919-214-08",2013,6
"71919-214-09",2013,6
"71919-214-10",2013,6
"71919-216-07",2010,2
"71919-216-08",2010,2
"71919-216-09",2010,2
"71919-216-10",2010,2
"71919-217-07",2010,2
"71919-217-08",2010,2
"71919-217-09",2010,2
"71919-217-10",2010,2
"71919-218-07",2010,2
"71919-218-08",2010,2
"71919-218-09",2010,2
"71919-218-10",2010,2
"71919-219-07",2012,10
"71919-219-08",2012,10
"71919-219-09",2012,10
"71919-219-10",2012,10
"71919-220-07",2010,2
"71919-220-08",2010,2
"71919-220-09",2010,2
"71919-220-10",2010,2
"71919-221-07",2010,2
"71919-221-08",2010,2
"71919-221-09",2010,2
"71919-221-10",2010,2
"71919-224-07",2010,2
"71919-224-08",2010,2
"71919-224-09",2010,2
"71919-224-10",2010,2
"71919-226-07",2010,2
"71919-226-08",2010,2
"71919-226-09",2010,2
"71919-226-10",2010,2
"71919-227-07",2011,10
"71919-227-08",2011,10
"71919-227-09",2011,10
"71919-227-10",2011,10
"71919-228-07",2012,2
"71919-228-08",2012,2
"71919-228-09",2012,2
"71919-228-10",2012,2
"71919-229-07",2011,3
"71919-229-08",2011,3
"71919-229-09",2011,3
"71919-229-10",2011,3
"71919-230-07",2015,7
"71919-230-08",2015,7
"71919-230-09",2015,7
"71919-230-10",2015,7
"71919-231-07",2010,2
"71919-231-08",2010,2
"71919-231-09",2010,2
"71919-231-10",2010,2
"71919-232-07",2010,5
"71919-232-08",2010,5
"71919-232-09",2010,5
"71919-232-10",2010,5
"71919-233-07",2010,8
"71919-233-08",2010,8
"71919-233-09",2010,8
"71919-233-10",2010,8
"71919-234-07",2013,6
"71919-234-08",2013,6
"71919-234-09",2013,6
"71919-234-10",2013,6
"71919-236-07",2010,2
"71919-236-08",2010,2
"71919-236-09",2010,2
"71919-236-10",2010,2
"71919-237-07",2012,11
"71919-237-08",2012,11
"71919-237-09",2012,11
"71919-237-10",2012,11
"71919-238-07",2010,6
"71919-238-08",2010,6
"71919-238-09",2010,6
"71919-238-10",2010,6
"71919-239-07",2012,5
"71919-239-08",2012,5
"71919-239-09",2012,5
"71919-239-10",2012,5
"71919-240-07",2012,6
"71919-240-08",2012,6
"71919-240-09",2012,6
"71919-240-10",2012,6
"71919-241-07",2012,9
"71919-241-08",2012,9
"71919-241-09",2012,9
"71919-241-10",2012,9
"71919-242-07",2010,2
"71919-242-08",2010,2
"71919-242-09",2010,2
"71919-242-10",2010,2
"71919-243-07",2010,2
"71919-243-08",2010,2
"71919-243-09",2010,2
"71919-243-10",2010,2
"71919-244-07",2010,12
"71919-244-08",2010,12
"71919-244-09",2010,12
"71919-244-10",2010,12
"71919-245-07",2010,2
"71919-245-08",2010,2
"71919-245-09",2010,2
"71919-245-10",2010,2
"71919-246-07",2010,5
"71919-246-08",2010,5
"71919-246-09",2010,5
"71919-246-10",2010,5
"71919-247-07",2010,4
"71919-247-08",2010,4
"71919-247-09",2010,4
"71919-247-10",2010,4
"71919-248-07",2016,3
"71919-248-08",2016,3
"71919-248-09",2016,3
"71919-248-10",2016,3
"71919-249-07",2010,2
"71919-249-08",2010,2
"71919-249-09",2010,2
"71919-249-10",2010,2
"71919-251-07",2010,2
"71919-251-08",2010,2
"71919-251-09",2010,2
"71919-251-10",2010,2
"71919-252-07",2010,2
"71919-252-08",2010,2
"71919-252-09",2010,2
"71919-252-10",2010,2
"71919-253-07",2013,5
"71919-253-08",2013,5
"71919-253-09",2013,5
"71919-253-10",2013,5
"71919-256-07",2010,2
"71919-256-08",2010,2
"71919-256-09",2010,2
"71919-256-10",2010,2
"71919-257-07",2010,2
"71919-257-08",2010,2
"71919-257-09",2010,2
"71919-257-10",2010,2
"71919-258-07",2011,6
"71919-258-08",2011,6
"71919-258-09",2011,6
"71919-258-10",2011,6
"71919-259-07",2010,2
"71919-259-08",2010,2
"71919-259-09",2010,2
"71919-259-10",2010,2
"71919-260-07",2015,9
"71919-260-08",2015,9
"71919-260-09",2015,9
"71919-260-10",2015,9
"71919-261-07",2010,2
"71919-261-08",2010,2
"71919-261-09",2010,2
"71919-261-10",2010,2
"71919-262-07",2010,2
"71919-262-08",2010,2
"71919-262-09",2010,2
"71919-262-10",2010,2
"71919-263-07",2010,2
"71919-263-08",2010,2
"71919-263-09",2010,2
"71919-263-10",2010,2
"71919-264-07",2010,10
"71919-264-08",2010,10
"71919-264-09",2010,10
"71919-264-10",2010,10
"71919-266-07",2010,2
"71919-266-08",2010,2
"71919-266-09",2010,2
"71919-266-10",2010,2
"71919-267-07",2010,2
"71919-267-08",2010,2
"71919-267-09",2010,2
"71919-267-10",2010,2
"71919-268-07",2010,2
"71919-268-08",2010,2
"71919-268-09",2010,2
"71919-268-10",2010,2
"71919-269-07",2010,2
"71919-269-08",2010,2
"71919-269-09",2010,2
"71919-269-10",2010,2
"71919-270-07",2014,1
"71919-270-08",2014,1
"71919-270-09",2014,1
"71919-270-10",2014,1
"71919-271-07",2010,2
"71919-271-08",2010,2
"71919-271-09",2010,2
"71919-271-10",2010,2
"71919-272-07",2010,2
"71919-272-08",2010,2
"71919-272-09",2010,2
"71919-272-10",2010,2
"71919-273-07",2010,10
"71919-273-08",2010,10
"71919-273-09",2010,10
"71919-273-10",2010,10
"71919-274-07",2010,2
"71919-274-08",2010,2
"71919-274-09",2010,2
"71919-274-10",2010,2
"71919-275-07",2010,2
"71919-275-08",2010,2
"71919-275-09",2010,2
"71919-275-10",2010,2
"71919-276-07",2010,12
"71919-276-08",2010,12
"71919-276-09",2010,12
"71919-276-10",2010,12
"71919-277-07",2010,8
"71919-277-08",2010,8
"71919-277-09",2010,8
"71919-277-10",2010,8
"71919-279-07",2011,10
"71919-279-08",2011,10
"71919-279-09",2011,10
"71919-279-10",2011,10
"71919-281-07",2010,5
"71919-281-08",2010,5
"71919-281-09",2010,5
"71919-281-10",2010,5
"71919-282-07",2010,2
"71919-282-08",2010,2
"71919-282-09",2010,2
"71919-282-10",2010,2
"71919-283-07",2010,10
"71919-283-08",2010,10
"71919-283-09",2010,10
"71919-283-10",2010,10
"71919-284-07",2013,12
"71919-284-08",2013,12
"71919-284-09",2013,12
"71919-284-10",2013,12
"71919-285-07",2010,6
"71919-285-08",2010,6
"71919-285-09",2010,6
"71919-285-10",2010,6
"71919-286-07",2010,2
"71919-286-08",2010,2
"71919-286-09",2010,2
"71919-286-10",2010,2
"71919-287-07",2011,5
"71919-287-08",2011,5
"71919-287-09",2011,5
"71919-287-10",2011,5
"71919-288-07",2010,7
"71919-288-08",2010,7
"71919-288-09",2010,7
"71919-288-10",2010,7
"71919-289-07",2010,2
"71919-289-08",2010,2
"71919-289-09",2010,2
"71919-289-10",2010,2
"71919-290-07",2010,4
"71919-290-08",2010,4
"71919-290-09",2010,4
"71919-290-10",2010,4
"71919-291-07",2010,3
"71919-291-08",2010,3
"71919-291-09",2010,3
"71919-291-10",2010,3
"71919-292-07",2010,2
"71919-292-08",2010,2
"71919-292-09",2010,2
"71919-292-10",2010,2
"71919-293-07",2011,6
"71919-293-08",2011,6
"71919-293-09",2011,6
"71919-293-10",2011,6
"71919-294-07",2010,2
"71919-294-08",2010,2
"71919-294-09",2010,2
"71919-294-10",2010,2
"71919-295-07",2010,2
"71919-295-08",2010,2
"71919-295-09",2010,2
"71919-295-10",2010,2
"71919-296-07",2013,12
"71919-296-08",2013,12
"71919-296-09",2013,12
"71919-296-10",2013,12
"71919-297-07",2010,2
"71919-297-08",2010,2
"71919-297-09",2010,2
"71919-297-10",2010,2
"71919-298-07",2010,12
"71919-298-08",2010,12
"71919-298-09",2010,12
"71919-298-10",2010,12
"71919-299-07",2010,2
"71919-299-08",2010,2
"71919-299-09",2010,2
"71919-299-10",2010,2
"71919-300-07",2010,2
"71919-300-08",2010,2
"71919-300-09",2010,2
"71919-300-10",2010,2
"71919-301-07",2010,2
"71919-301-08",2010,2
"71919-301-09",2010,2
"71919-301-10",2010,2
"71919-302-07",2016,2
"71919-302-08",2016,2
"71919-302-09",2016,2
"71919-302-10",2016,2
"71919-303-07",2010,2
"71919-303-08",2010,2
"71919-303-09",2010,2
"71919-303-10",2010,2
"71919-304-07",2013,9
"71919-304-08",2013,9
"71919-304-09",2013,9
"71919-304-10",2013,9
"71919-305-07",2010,2
"71919-305-08",2010,2
"71919-305-09",2010,2
"71919-305-10",2010,2
"71919-306-07",2010,2
"71919-306-08",2010,2
"71919-306-09",2010,2
"71919-306-10",2010,2
"71919-307-07",2010,2
"71919-307-08",2010,2
"71919-307-09",2010,2
"71919-307-10",2010,2
"71919-308-07",2010,2
"71919-308-08",2010,2
"71919-308-09",2010,2
"71919-308-10",2010,2
"71919-310-07",2010,2
"71919-310-08",2010,2
"71919-310-09",2010,2
"71919-310-10",2010,2
"71919-311-07",2010,2
"71919-311-08",2010,2
"71919-311-09",2010,2
"71919-311-10",2010,2
"71919-313-07",2010,2
"71919-313-08",2010,2
"71919-313-09",2010,2
"71919-313-10",2010,2
"71919-314-07",2011,8
"71919-314-08",2011,8
"71919-314-09",2011,8
"71919-314-10",2011,8
"71919-315-07",2010,2
"71919-315-08",2010,2
"71919-315-09",2010,2
"71919-315-10",2010,2
"71919-316-07",2010,2
"71919-316-08",2010,2
"71919-316-09",2010,2
"71919-316-10",2010,2
"71919-317-07",2009,12
"71919-317-08",2009,12
"71919-317-09",2009,12
"71919-317-10",2009,12
"71919-318-07",2010,2
"71919-318-08",2010,2
"71919-318-09",2010,2
"71919-318-10",2010,2
"71919-319-07",2010,3
"71919-319-08",2010,3
"71919-319-09",2010,3
"71919-319-10",2010,3
"71919-320-07",2012,6
"71919-320-08",2012,6
"71919-320-09",2012,6
"71919-320-10",2012,6
"71919-321-07",2010,2
"71919-321-08",2010,2
"71919-321-09",2010,2
"71919-321-10",2010,2
"71919-322-07",2011,1
"71919-322-08",2011,1
"71919-322-09",2011,1
"71919-322-10",2011,1
"71919-323-07",2010,11
"71919-323-08",2010,11
"71919-323-09",2010,11
"71919-323-10",2010,11
"71919-324-07",2010,2
"71919-324-08",2010,2
"71919-324-09",2010,2
"71919-324-10",2010,2
"71919-325-07",2013,2
"71919-325-08",2013,2
"71919-325-09",2013,2
"71919-325-10",2013,2
"71919-328-07",2010,4
"71919-328-08",2010,4
"71919-328-09",2010,4
"71919-328-10",2010,4
"71919-330-07",2013,12
"71919-330-08",2013,12
"71919-330-09",2013,12
"71919-330-10",2013,12
"71919-332-07",2010,2
"71919-332-08",2010,2
"71919-332-09",2010,2
"71919-332-10",2010,2
"71919-333-07",2010,2
"71919-333-08",2010,2
"71919-333-09",2010,2
"71919-333-10",2010,2
"71919-335-07",2010,2
"71919-335-08",2010,2
"71919-335-09",2010,2
"71919-335-10",2010,2
"71919-336-07",2012,11
"71919-336-08",2012,11
"71919-336-09",2012,11
"71919-336-10",2012,11
"71919-337-07",2010,2
"71919-337-08",2010,2
"71919-337-09",2010,2
"71919-337-10",2010,2
"71919-338-07",2011,11
"71919-338-08",2011,11
"71919-338-09",2011,11
"71919-338-10",2011,11
"71919-339-07",2010,2
"71919-339-08",2010,2
"71919-339-09",2010,2
"71919-339-10",2010,2
"71919-341-07",2010,2
"71919-341-08",2010,2
"71919-341-09",2010,2
"71919-341-10",2010,2
"71919-342-07",2010,2
"71919-342-08",2010,2
"71919-342-09",2010,2
"71919-342-10",2010,2
"71919-343-07",2014,1
"71919-343-08",2014,1
"71919-343-09",2014,1
"71919-343-10",2014,1
"71919-344-07",2010,2
"71919-344-08",2010,2
"71919-344-09",2010,2
"71919-344-10",2010,2
"71919-346-07",2013,2
"71919-346-08",2013,2
"71919-346-09",2013,2
"71919-346-10",2013,2
"71919-347-07",2010,2
"71919-347-08",2010,2
"71919-347-09",2010,2
"71919-347-10",2010,2
"71919-348-07",2010,2
"71919-348-08",2010,2
"71919-348-09",2010,2
"71919-348-10",2010,2
"71919-349-07",2010,2
"71919-349-08",2010,2
"71919-349-09",2010,2
"71919-349-10",2010,2
"71919-350-07",2016,6
"71919-350-08",2016,6
"71919-350-09",2016,6
"71919-350-10",2016,6
"71919-351-07",2010,2
"71919-351-08",2010,2
"71919-351-09",2010,2
"71919-351-10",2010,2
"71919-352-07",2010,2
"71919-352-08",2010,2
"71919-352-09",2010,2
"71919-352-10",2010,2
"71919-353-07",2010,2
"71919-353-08",2010,2
"71919-353-09",2010,2
"71919-353-10",2010,2
"71919-354-07",2010,2
"71919-354-08",2010,2
"71919-354-09",2010,2
"71919-354-10",2010,2
"71919-355-07",2010,2
"71919-355-08",2010,2
"71919-355-09",2010,2
"71919-355-10",2010,2
"71919-356-07",2011,4
"71919-356-08",2011,4
"71919-356-09",2011,4
"71919-356-10",2011,4
"71919-357-07",2010,2
"71919-357-08",2010,2
"71919-357-09",2010,2
"71919-357-10",2010,2
"71919-358-07",2010,2
"71919-358-08",2010,2
"71919-358-09",2010,2
"71919-358-10",2010,2
"71919-359-07",2014,1
"71919-359-08",2014,1
"71919-359-09",2014,1
"71919-359-10",2014,1
"71919-360-07",2010,2
"71919-360-08",2010,2
"71919-360-09",2010,2
"71919-360-10",2010,2
"71919-361-07",2013,12
"71919-361-08",2013,12
"71919-361-09",2013,12
"71919-361-10",2013,12
"71919-363-07",2010,2
"71919-363-08",2010,2
"71919-363-09",2010,2
"71919-363-10",2010,2
"71919-364-07",2010,2
"71919-364-08",2010,2
"71919-364-09",2010,2
"71919-364-10",2010,2
"71919-365-07",2015,8
"71919-365-08",2015,8
"71919-365-09",2015,8
"71919-365-10",2015,8
"71919-366-07",2010,2
"71919-366-08",2010,2
"71919-366-09",2010,2
"71919-366-10",2010,2
"71919-367-07",2010,3
"71919-367-08",2010,3
"71919-367-09",2010,3
"71919-367-10",2010,3
"71919-368-07",2014,3
"71919-368-08",2014,3
"71919-368-09",2014,3
"71919-368-10",2014,3
"71919-369-07",2010,2
"71919-369-08",2010,2
"71919-369-09",2010,2
"71919-369-10",2010,2
"71919-370-07",2015,5
"71919-370-08",2015,5
"71919-370-09",2015,5
"71919-370-10",2015,5
"71919-371-07",2015,5
"71919-371-08",2015,5
"71919-371-09",2015,5
"71919-371-10",2015,5
"71919-372-07",2010,2
"71919-372-08",2010,2
"71919-372-09",2010,2
"71919-372-10",2010,2
"71919-373-07",2010,4
"71919-373-08",2010,4
"71919-373-09",2010,4
"71919-373-10",2010,4
"71919-374-07",2010,4
"71919-374-08",2010,4
"71919-374-09",2010,4
"71919-374-10",2010,4
"71919-375-07",2011,4
"71919-375-08",2011,4
"71919-375-09",2011,4
"71919-375-10",2011,4
"71919-376-07",2010,2
"71919-376-08",2010,2
"71919-376-09",2010,2
"71919-376-10",2010,2
"71919-377-07",2010,2
"71919-377-08",2010,2
"71919-377-09",2010,2
"71919-377-10",2010,2
"71919-378-07",2010,2
"71919-378-08",2010,2
"71919-378-09",2010,2
"71919-378-10",2010,2
"71919-379-07",2010,2
"71919-379-08",2010,2
"71919-379-09",2010,2
"71919-379-10",2010,2
"71919-380-07",2010,2
"71919-380-08",2010,2
"71919-380-09",2010,2
"71919-380-10",2010,2
"71919-381-07",2010,10
"71919-381-08",2010,10
"71919-381-09",2010,10
"71919-381-10",2010,10
"71919-382-07",2015,7
"71919-382-08",2015,7
"71919-382-09",2015,7
"71919-382-10",2015,7
"71919-383-07",2010,10
"71919-383-08",2010,10
"71919-383-09",2010,10
"71919-383-10",2010,10
"71919-384-07",2010,10
"71919-384-08",2010,10
"71919-384-09",2010,10
"71919-384-10",2010,10
"71919-385-07",2010,10
"71919-385-08",2010,10
"71919-385-09",2010,10
"71919-385-10",2010,10
"71919-386-07",2015,7
"71919-386-08",2015,7
"71919-386-09",2015,7
"71919-386-10",2015,7
"71919-387-07",2010,2
"71919-387-08",2010,2
"71919-387-09",2010,2
"71919-387-10",2010,2
"71919-388-07",2015,7
"71919-388-08",2015,7
"71919-388-09",2015,7
"71919-388-10",2015,7
"71919-389-07",2010,2
"71919-389-08",2010,2
"71919-389-09",2010,2
"71919-389-10",2010,2
"71919-390-07",2010,6
"71919-390-08",2010,6
"71919-390-09",2010,6
"71919-390-10",2010,6
"71919-391-07",2010,7
"71919-391-08",2010,7
"71919-391-09",2010,7
"71919-391-10",2010,7
"71919-392-07",2012,11
"71919-392-08",2012,11
"71919-392-09",2012,11
"71919-392-10",2012,11
"71919-393-07",2010,3
"71919-393-08",2010,3
"71919-393-09",2010,3
"71919-393-10",2010,3
"71919-394-07",2010,2
"71919-394-08",2010,2
"71919-394-09",2010,2
"71919-394-10",2010,2
"71919-396-07",2010,2
"71919-396-08",2010,2
"71919-396-09",2010,2
"71919-396-10",2010,2
"71919-397-07",2010,12
"71919-397-08",2010,12
"71919-397-09",2010,12
"71919-397-10",2010,12
"71919-398-07",2011,7
"71919-398-08",2011,7
"71919-398-09",2011,7
"71919-398-10",2011,7
"71919-399-07",2010,2
"71919-399-08",2010,2
"71919-399-09",2010,2
"71919-399-10",2010,2
"71919-400-07",2010,8
"71919-400-08",2010,8
"71919-400-09",2010,8
"71919-400-10",2010,8
"71919-401-07",2010,3
"71919-401-08",2010,3
"71919-401-09",2010,3
"71919-401-10",2010,3
"71919-402-07",2010,5
"71919-402-08",2010,5
"71919-402-09",2010,5
"71919-402-10",2010,5
"71919-403-07",2010,5
"71919-403-08",2010,5
"71919-403-09",2010,5
"71919-403-10",2010,5
"71919-404-07",2010,2
