"RXCUI","NDC","YEAR","MONTH"
1010848,"36987-1713-4",1972,8
1010968,"36987-1714-1",1972,8
1010968,"36987-1714-2",1972,8
1010968,"36987-1714-3",1972,8
1010968,"36987-1714-4",1972,8
1010968,"36987-1715-1",1972,8
1010968,"36987-1715-2",1972,8
1010968,"36987-1715-3",1972,8
1010968,"36987-1715-4",1972,8
1010970,"36987-1716-1",1972,8
1010970,"36987-1716-2",1972,8
1010970,"36987-1716-3",1972,8
1010970,"36987-1716-4",1972,8
1010970,"36987-1717-1",1972,8
1010970,"36987-1717-2",1972,8
1010970,"36987-1717-3",1972,8
1010970,"36987-1717-4",1972,8
899876,"36987-1718-1",1972,8
899876,"36987-1718-2",1972,8
899876,"36987-1718-3",1972,8
899876,"36987-1718-4",1972,8
899876,"36987-1719-1",1972,8
899876,"36987-1719-2",1972,8
899876,"36987-1719-3",1972,8
899876,"36987-1719-4",1972,8
1011431,"36987-1720-1",1972,8
1011431,"36987-1720-2",1972,8
1011431,"36987-1720-3",1972,8
1011431,"36987-1720-4",1972,8
1011431,"36987-1721-1",1972,8
1011431,"36987-1721-2",1972,8
1011431,"36987-1721-3",1972,8
1011431,"36987-1721-4",1972,8
1011636,"36987-1722-1",1972,8
1011636,"36987-1722-2",1972,8
1011636,"36987-1722-3",1972,8
1011636,"36987-1722-4",1972,8
1011636,"36987-1723-1",1972,8
1011636,"36987-1723-2",1972,8
1011636,"36987-1723-3",1972,8
1011636,"36987-1723-4",1972,8
1011638,"36987-1724-1",1972,8
1011638,"36987-1724-2",1972,8
1011638,"36987-1724-3",1972,8
1011638,"36987-1724-4",1972,8
1011638,"36987-1725-1",1972,8
1011638,"36987-1725-2",1972,8
1011638,"36987-1725-3",1972,8
1011638,"36987-1725-4",1972,8
1010974,"36987-1726-1",1972,8
1010974,"36987-1726-2",1972,8
1010974,"36987-1726-3",1972,8
1010974,"36987-1726-4",1972,8
1010974,"36987-1727-1",1972,8
1010974,"36987-1727-2",1972,8
1010974,"36987-1727-3",1972,8
1010974,"36987-1727-4",1972,8
1010976,"36987-1728-1",1972,8
1010976,"36987-1728-2",1972,8
1010976,"36987-1728-3",1972,8
1010976,"36987-1728-4",1972,8
1010976,"36987-1729-1",1972,8
1010976,"36987-1729-2",1972,8
1010976,"36987-1729-3",1972,8
1010976,"36987-1729-4",1972,8
1011020,"36987-1730-1",1972,8
1011020,"36987-1730-2",1972,8
1011020,"36987-1730-3",1972,8
1011020,"36987-1730-4",1972,8
1011020,"36987-1731-1",1972,8
1011020,"36987-1731-2",1972,8
1011020,"36987-1731-3",1972,8
1011020,"36987-1731-4",1972,8
1011042,"36987-1732-1",1972,8
1011042,"36987-1732-2",1972,8
1011042,"36987-1732-3",1972,8
1011042,"36987-1732-4",1972,8
1011042,"36987-1733-1",1972,8
1011042,"36987-1733-2",1972,8
1011042,"36987-1733-3",1972,8
1011042,"36987-1733-4",1972,8
1011630,"36987-1734-1",1972,8
1011630,"36987-1734-2",1972,8
1011630,"36987-1734-3",1972,8
1011630,"36987-1734-4",1972,8
1011630,"36987-1735-1",1972,8
1011630,"36987-1735-2",1972,8
1011630,"36987-1735-3",1972,8
1011630,"36987-1735-4",1972,8
1011632,"36987-1736-1",1972,8
1011632,"36987-1736-2",1972,8
1011632,"36987-1736-3",1972,8
1011632,"36987-1736-4",1972,8
1011632,"36987-1737-1",1972,8
1011632,"36987-1737-2",1972,8
1011632,"36987-1737-3",1972,8
1011632,"36987-1737-4",1972,8
901202,"36987-1738-1",1972,8
901202,"36987-1738-2",1972,8
901202,"36987-1738-3",1972,8
901202,"36987-1738-4",1972,8
901202,"36987-1739-1",1972,8
901202,"36987-1739-2",1972,8
901202,"36987-1739-3",1972,8
901202,"36987-1739-4",1972,8
901381,"36987-1740-1",1972,8
901381,"36987-1740-2",1972,8
901381,"36987-1740-3",1972,8
901381,"36987-1740-4",1972,8
901381,"36987-1741-1",1972,8
901381,"36987-1741-2",1972,8
901381,"36987-1741-3",1972,8
901381,"36987-1741-4",1972,8
901316,"36987-1742-1",1972,8
901316,"36987-1742-2",1972,8
901316,"36987-1742-3",1972,8
901316,"36987-1742-4",1972,8
901316,"36987-1743-1",1972,8
901316,"36987-1743-2",1972,8
901316,"36987-1743-3",1972,8
901316,"36987-1743-4",1972,8
1011411,"36987-1744-1",1972,8
1011411,"36987-1744-2",1972,8
1011411,"36987-1744-3",1972,8
1011411,"36987-1744-4",1972,8
1011411,"36987-1745-1",1972,8
1011411,"36987-1745-2",1972,8
1011411,"36987-1745-3",1972,8
1011411,"36987-1745-4",1972,8
904642,"36987-1746-1",1972,8
904642,"36987-1746-2",1972,8
904642,"36987-1746-3",1972,8
904642,"36987-1746-4",1972,8
904642,"36987-1747-1",1972,8
904642,"36987-1747-2",1972,8
904642,"36987-1747-3",1972,8
904642,"36987-1747-4",1972,8
966633,"36987-1748-1",1972,8
966633,"36987-1748-2",1972,8
966633,"36987-1748-3",1972,8
966633,"36987-1748-4",1972,8
966633,"36987-1749-1",1972,8
966633,"36987-1749-2",1972,8
966633,"36987-1749-3",1972,8
966633,"36987-1749-4",1972,8
901294,"36987-1750-1",1972,8
901294,"36987-1750-2",1972,8
901294,"36987-1750-3",1972,8
901294,"36987-1750-4",1972,8
901294,"36987-1751-1",1972,8
901294,"36987-1751-2",1972,8
901294,"36987-1751-3",1972,8
901294,"36987-1751-4",1972,8
901298,"36987-1752-1",1972,8
901298,"36987-1752-2",1972,8
901298,"36987-1752-3",1972,8
901298,"36987-1752-4",1972,8
901298,"36987-1753-1",1972,8
901298,"36987-1753-2",1972,8
901298,"36987-1753-3",1972,8
901298,"36987-1753-4",1972,8
1012143,"36987-1754-1",1972,8
1012143,"36987-1754-2",1972,8
1012143,"36987-1754-3",1972,8
1012143,"36987-1754-4",1972,8
1012143,"36987-1755-1",1972,8
1012143,"36987-1755-2",1972,8
1012143,"36987-1755-3",1972,8
1012143,"36987-1755-4",1972,8
1012166,"36987-1756-1",1972,8
1012166,"36987-1756-2",1972,8
1012166,"36987-1756-3",1972,8
1012166,"36987-1756-4",1972,8
1012166,"36987-1757-1",1972,8
1012166,"36987-1757-2",1972,8
1012166,"36987-1757-3",1972,8
1012166,"36987-1757-4",1972,8
891640,"36987-1758-1",1972,8
891640,"36987-1758-2",1972,8
891640,"36987-1758-3",1972,8
891640,"36987-1758-4",1972,8
891640,"36987-1759-1",1972,8
891640,"36987-1759-2",1972,8
891640,"36987-1759-3",1972,8
891640,"36987-1759-4",1972,8
1012182,"36987-1760-1",1972,8
1012182,"36987-1760-2",1972,8
1012182,"36987-1760-3",1972,8
1012182,"36987-1760-4",1972,8
1012182,"36987-1761-1",1972,8
1012182,"36987-1761-2",1972,8
1012182,"36987-1761-3",1972,8
1012182,"36987-1761-4",1972,8
899366,"36987-1766-1",1972,8
899366,"36987-1766-2",1972,8
899366,"36987-1766-3",1972,8
899366,"36987-1766-4",1972,8
899366,"36987-1767-1",1972,8
899366,"36987-1767-2",1972,8
899366,"36987-1767-3",1972,8
899366,"36987-1767-4",1972,8
899630,"36987-1768-1",1972,8
899630,"36987-1768-2",1972,8
899630,"36987-1768-3",1972,8
899630,"36987-1768-4",1972,8
899630,"36987-1769-1",1972,8
899630,"36987-1769-2",1972,8
899630,"36987-1769-3",1972,8
899630,"36987-1769-4",1972,8
891755,"36987-1770-1",1972,8
891755,"36987-1770-2",1972,8
891755,"36987-1770-3",1972,8
891755,"36987-1770-4",1972,8
891755,"36987-1771-1",1972,8
891755,"36987-1771-2",1972,8
891755,"36987-1771-3",1972,8
891755,"36987-1771-4",1972,8
891761,"36987-1772-1",1972,8
891761,"36987-1772-2",1972,8
891761,"36987-1772-3",1972,8
891761,"36987-1772-4",1972,8
891761,"36987-1773-1",1972,8
891761,"36987-1773-2",1972,8
891761,"36987-1773-3",1972,8
891761,"36987-1773-4",1972,8
899483,"36987-1774-1",1972,8
899483,"36987-1774-2",1972,8
899483,"36987-1774-3",1972,8
899483,"36987-1774-4",1972,8
899483,"36987-1775-1",1972,8
899483,"36987-1775-2",1972,8
899483,"36987-1775-3",1972,8
899483,"36987-1775-4",1972,8
1012131,"36987-1776-1",1972,8
1012131,"36987-1776-2",1972,8
1012131,"36987-1776-3",1972,8
1012131,"36987-1776-4",1972,8
1012131,"36987-1777-1",1972,8
1012131,"36987-1777-2",1972,8
1012131,"36987-1777-3",1972,8
1012131,"36987-1777-4",1972,8
968015,"36987-1778-1",1972,8
968015,"36987-1778-2",1972,8
968015,"36987-1778-3",1972,8
968015,"36987-1778-4",1972,8
968015,"36987-1779-1",1972,8
968015,"36987-1779-2",1972,8
968015,"36987-1779-3",1972,8
968015,"36987-1779-4",1972,8
968111,"36987-1780-1",1972,8
968111,"36987-1780-2",1972,8
968111,"36987-1780-3",1972,8
968111,"36987-1780-4",1972,8
968111,"36987-1781-1",1972,8
968111,"36987-1781-2",1972,8
968111,"36987-1781-3",1972,8
968111,"36987-1781-4",1972,8
968004,"36987-1782-1",1972,8
968004,"36987-1782-2",1972,8
968004,"36987-1782-3",1972,8
968004,"36987-1782-4",1972,8
968004,"36987-1783-1",1972,8
968004,"36987-1783-2",1972,8
968004,"36987-1783-3",1972,8
968004,"36987-1783-4",1972,8
968012,"36987-1784-1",1972,8
968012,"36987-1784-2",1972,8
968012,"36987-1784-3",1972,8
968012,"36987-1784-4",1972,8
968012,"36987-1785-1",1972,8
968012,"36987-1785-2",1972,8
968012,"36987-1785-3",1972,8
968012,"36987-1785-4",1972,8
967928,"36987-1786-1",1972,8
967928,"36987-1786-2",1972,8
967928,"36987-1786-3",1972,8
967928,"36987-1786-4",1972,8
967928,"36987-1787-1",1972,8
967928,"36987-1787-2",1972,8
967928,"36987-1787-3",1972,8
967928,"36987-1787-4",1972,8
967930,"36987-1788-1",1972,8
967930,"36987-1788-2",1972,8
967930,"36987-1788-3",1972,8
967930,"36987-1788-4",1972,8
967930,"36987-1789-1",1972,8
967930,"36987-1789-2",1972,8
967930,"36987-1789-3",1972,8
967930,"36987-1789-4",1972,8
967924,"36987-1790-1",1972,8
967924,"36987-1790-2",1972,8
967924,"36987-1790-3",1972,8
967924,"36987-1790-4",1972,8
967924,"36987-1791-1",1972,8
967924,"36987-1791-2",1972,8
967924,"36987-1791-3",1972,8
967924,"36987-1791-4",1972,8
967926,"36987-1792-1",1972,8
967926,"36987-1792-2",1972,8
967926,"36987-1792-3",1972,8
967926,"36987-1792-4",1972,8
967926,"36987-1793-1",1972,8
967926,"36987-1793-2",1972,8
967926,"36987-1793-3",1972,8
967926,"36987-1793-4",1972,8
905264,"36987-1794-1",1972,8
905264,"36987-1794-2",1972,8
905264,"36987-1794-3",1972,8
905264,"36987-1794-4",1972,8
905264,"36987-1795-1",1972,8
905264,"36987-1795-2",1972,8
905264,"36987-1795-3",1972,8
905264,"36987-1795-4",1972,8
905267,"36987-1796-1",1972,8
905267,"36987-1796-2",1972,8
905267,"36987-1796-3",1972,8
905267,"36987-1796-4",1972,8
905267,"36987-1797-1",1972,8
905267,"36987-1797-2",1972,8
905267,"36987-1797-3",1972,8
905267,"36987-1797-4",1972,8
905261,"36987-1798-1",1972,8
905261,"36987-1798-2",1972,8
905261,"36987-1798-3",1972,8
905261,"36987-1798-4",1972,8
905261,"36987-1799-1",1972,8
905261,"36987-1799-2",1972,8
905261,"36987-1799-3",1972,8
905261,"36987-1799-4",1972,8
966777,"36987-1800-1",1972,8
966777,"36987-1800-2",1972,8
966777,"36987-1800-3",1972,8
966777,"36987-1800-4",1972,8
966777,"36987-1801-1",1972,8
966777,"36987-1801-2",1972,8
966777,"36987-1801-3",1972,8
966777,"36987-1801-4",1972,8
905245,"36987-1802-1",1972,8
905245,"36987-1802-2",1972,8
905245,"36987-1802-3",1972,8
905245,"36987-1802-4",1972,8
905245,"36987-1803-1",1972,8
905245,"36987-1803-2",1972,8
905245,"36987-1803-3",1972,8
905245,"36987-1803-4",1972,8
967928,"36987-1804-1",1972,8
967928,"36987-1804-2",1972,8
967928,"36987-1804-3",1972,8
967928,"36987-1804-4",1972,8
967928,"36987-1805-1",1972,8
967928,"36987-1805-2",1972,8
967928,"36987-1805-3",1972,8
967928,"36987-1805-4",1972,8
967930,"36987-1806-1",1972,8
967930,"36987-1806-2",1972,8
967930,"36987-1806-3",1972,8
967930,"36987-1806-4",1972,8
967930,"36987-1807-1",1972,8
967930,"36987-1807-2",1972,8
967930,"36987-1807-3",1972,8
967930,"36987-1807-4",1972,8
967924,"36987-1808-1",1972,8
967924,"36987-1808-2",1972,8
967924,"36987-1808-3",1972,8
967924,"36987-1808-4",1972,8
967924,"36987-1809-1",1972,8
967924,"36987-1809-2",1972,8
967924,"36987-1809-3",1972,8
967924,"36987-1809-4",1972,8
967926,"36987-1810-1",1972,8
967926,"36987-1810-2",1972,8
967926,"36987-1810-3",1972,8
967926,"36987-1810-4",1972,8
967926,"36987-1811-1",1972,8
967926,"36987-1811-2",1972,8
967926,"36987-1811-3",1972,8
967926,"36987-1811-4",1972,8
905111,"36987-1812-1",1972,8
905111,"36987-1812-2",1972,8
905111,"36987-1812-3",1972,8
905111,"36987-1812-4",1972,8
905111,"36987-1813-1",1972,8
905111,"36987-1813-2",1972,8
905111,"36987-1813-3",1972,8
905111,"36987-1813-4",1972,8
905141,"36987-1814-1",1972,8
905141,"36987-1814-2",1972,8
905141,"36987-1814-3",1972,8
905141,"36987-1814-4",1972,8
905141,"36987-1815-1",1972,8
905141,"36987-1815-2",1972,8
905141,"36987-1815-3",1972,8
905141,"36987-1815-4",1972,8
905099,"36987-1816-1",1972,8
905099,"36987-1816-2",1972,8
905099,"36987-1816-3",1972,8
905099,"36987-1816-4",1972,8
905099,"36987-1817-1",1972,8
905099,"36987-1817-2",1972,8
905099,"36987-1817-3",1972,8
905099,"36987-1817-4",1972,8
905104,"36987-1818-1",1972,8
905104,"36987-1818-2",1972,8
905104,"36987-1818-3",1972,8
905104,"36987-1818-4",1972,8
905104,"36987-1819-1",1972,8
905104,"36987-1819-2",1972,8
905104,"36987-1819-3",1972,8
905104,"36987-1819-4",1972,8
905290,"36987-1836-1",1972,8
905290,"36987-1836-2",1972,8
905290,"36987-1836-3",1972,8
905290,"36987-1836-4",1972,8
905290,"36987-1837-1",1972,8
905290,"36987-1837-2",1972,8
905290,"36987-1837-3",1972,8
905290,"36987-1837-4",1972,8
905294,"36987-1838-1",1972,8
905294,"36987-1838-2",1972,8
905294,"36987-1838-3",1972,8
905294,"36987-1838-4",1972,8
905294,"36987-1839-1",1972,8
905294,"36987-1839-2",1972,8
905294,"36987-1839-3",1972,8
905294,"36987-1839-4",1972,8
905279,"36987-1840-1",1972,8
905279,"36987-1840-2",1972,8
905279,"36987-1840-3",1972,8
905279,"36987-1840-4",1972,8
905279,"36987-1841-1",1972,8
905279,"36987-1841-2",1972,8
905279,"36987-1841-3",1972,8
905279,"36987-1841-4",1972,8
966784,"36987-1842-1",1972,8
966784,"36987-1842-2",1972,8
966784,"36987-1842-3",1972,8
966784,"36987-1842-4",1972,8
966784,"36987-1843-1",1972,8
966784,"36987-1843-2",1972,8
966784,"36987-1843-3",1972,8
966784,"36987-1843-4",1972,8
852825,"36987-1844-1",1987,6
852825,"36987-1844-2",1987,6
852825,"36987-1844-3",1987,6
852825,"36987-1844-4",1987,6
852829,"36987-1845-1",1990,2
852829,"36987-1845-2",1990,2
852829,"36987-1845-3",1990,2
852829,"36987-1845-4",1990,2
905249,"36987-1846-1",1972,8
905249,"36987-1846-2",1972,8
905249,"36987-1846-3",1972,8
905249,"36987-1846-4",1972,8
905249,"36987-1847-1",1972,8
905249,"36987-1847-2",1972,8
905249,"36987-1847-3",1972,8
905249,"36987-1847-4",1972,8
867153,"36987-1848-1",1972,8
867153,"36987-1848-2",1972,8
867153,"36987-1848-3",1972,8
867153,"36987-1848-4",1972,8
867153,"36987-1849-1",1972,8
867153,"36987-1849-2",1972,8
867153,"36987-1849-3",1972,8
867153,"36987-1849-4",1972,8
968534,"36987-1850-1",1972,8
968534,"36987-1850-2",1972,8
968534,"36987-1850-3",1972,8
968534,"36987-1850-4",1972,8
968534,"36987-1851-1",1972,8
968534,"36987-1851-2",1972,8
968534,"36987-1851-3",1972,8
968534,"36987-1851-4",1972,8
968540,"36987-1852-1",1972,8
968540,"36987-1852-2",1972,8
968540,"36987-1852-3",1972,8
968540,"36987-1852-4",1972,8
968544,"36987-1853-1",1972,8
968544,"36987-1853-2",1972,8
968544,"36987-1853-3",1972,8
968544,"36987-1853-4",1972,8
968544,"36987-1854-1",1972,8
968544,"36987-1854-2",1972,8
968544,"36987-1854-3",1972,8
968544,"36987-1854-4",1972,8
852060,"36987-1855-1",1972,8
852060,"36987-1855-2",1972,8
852060,"36987-1855-3",1972,8
852060,"36987-1855-4",1972,8
852060,"36987-1856-1",1972,8
852060,"36987-1856-2",1972,8
852060,"36987-1856-3",1972,8
852060,"36987-1856-4",1972,8
902638,"36987-1857-1",1972,8
902638,"36987-1857-2",1972,8
902638,"36987-1857-3",1972,8
902638,"36987-1857-4",1972,8
902638,"36987-1858-1",1972,8
902638,"36987-1858-2",1972,8
902638,"36987-1858-3",1972,8
902638,"36987-1858-4",1972,8
1000163,"36987-1859-1",1972,8
1000163,"36987-1859-2",1972,8
1000163,"36987-1859-3",1972,8
1000163,"36987-1859-4",1972,8
1000163,"36987-1860-1",1972,8
1000163,"36987-1860-2",1972,8
1000163,"36987-1860-3",1972,8
1000163,"36987-1860-4",1972,8
307874,"36987-1861-1",1972,8
307874,"36987-1861-2",1972,8
307874,"36987-1861-3",1972,8
307874,"36987-1861-4",1972,8
314941,"36987-1862-1",1972,8
314941,"36987-1862-2",1972,8
314941,"36987-1862-3",1972,8
314941,"36987-1862-4",1972,8
314941,"36987-1863-1",1972,8
314941,"36987-1863-2",1972,8
314941,"36987-1863-3",1972,8
314941,"36987-1863-4",1972,8
901848,"36987-1864-1",1972,8
901848,"36987-1864-2",1972,8
901848,"36987-1864-3",1972,8
901848,"36987-1864-4",1972,8
901848,"36987-1865-1",1972,8
901848,"36987-1865-2",1972,8
901848,"36987-1865-3",1972,8
901848,"36987-1865-4",1972,8
999387,"36987-1866-1",1972,8
999387,"36987-1866-2",1972,8
999387,"36987-1866-3",1972,8
999387,"36987-1866-4",1972,8
999387,"36987-1867-1",1972,8
999387,"36987-1867-2",1972,8
999387,"36987-1867-3",1972,8
999387,"36987-1867-4",1972,8
999393,"36987-1868-1",1972,8
999393,"36987-1868-2",1972,8
999393,"36987-1868-3",1972,8
999393,"36987-1868-4",1972,8
999393,"36987-1869-1",1972,8
999393,"36987-1869-2",1972,8
999393,"36987-1869-3",1972,8
999393,"36987-1869-4",1972,8
1006294,"36987-1870-1",1972,8
1006294,"36987-1870-2",1972,8
1006294,"36987-1870-3",1972,8
1006294,"36987-1870-4",1972,8
1006288,"36987-1871-1",1972,8
1006288,"36987-1871-2",1972,8
1006288,"36987-1871-3",1972,8
1006288,"36987-1871-4",1972,8
1006288,"36987-1872-1",1972,8
1006288,"36987-1872-2",1972,8
1006288,"36987-1872-3",1972,8
1006288,"36987-1872-4",1972,8
1006290,"36987-1873-1",1972,8
1006290,"36987-1873-2",1972,8
1006290,"36987-1873-3",1972,8
1006290,"36987-1873-4",1972,8
1006290,"36987-1874-1",1972,8
1006290,"36987-1874-2",1972,8
1006290,"36987-1874-3",1972,8
1006290,"36987-1874-4",1972,8
999453,"36987-1875-1",1972,8
999453,"36987-1875-2",1972,8
999453,"36987-1875-3",1972,8
999453,"36987-1875-4",1972,8
999453,"36987-1876-1",1972,8
999453,"36987-1876-2",1972,8
999453,"36987-1876-3",1972,8
999453,"36987-1876-4",1972,8
999456,"36987-1877-1",1972,8
999456,"36987-1877-2",1972,8
999456,"36987-1877-3",1972,8
999456,"36987-1877-4",1972,8
999456,"36987-1878-1",1972,8
999456,"36987-1878-2",1972,8
999456,"36987-1878-3",1972,8
999456,"36987-1878-4",1972,8
1012154,"36987-1879-1",1972,8
1012154,"36987-1879-2",1972,8
1012154,"36987-1879-3",1972,8
1012154,"36987-1879-4",1972,8
1012146,"36987-1880-1",1972,8
1012146,"36987-1880-2",1972,8
1012146,"36987-1880-3",1972,8
1012146,"36987-1880-4",1972,8
1012146,"36987-1881-1",1972,8
1012146,"36987-1881-2",1972,8
1012146,"36987-1881-3",1972,8
1012146,"36987-1881-4",1972,8
1012148,"36987-1882-1",1972,8
1012148,"36987-1882-2",1972,8
1012148,"36987-1882-3",1972,8
1012148,"36987-1882-4",1972,8
1012148,"36987-1883-1",1972,8
1012148,"36987-1883-2",1972,8
1012148,"36987-1883-3",1972,8
1012148,"36987-1883-4",1972,8
999400,"36987-1884-1",1972,8
999400,"36987-1884-2",1972,8
999400,"36987-1884-3",1972,8
999400,"36987-1884-4",1972,8
999400,"36987-1885-1",1972,8
999400,"36987-1885-2",1972,8
999400,"36987-1885-3",1972,8
999400,"36987-1885-4",1972,8
999402,"36987-1886-1",1972,8
999402,"36987-1886-2",1972,8
999402,"36987-1886-3",1972,8
999402,"36987-1886-4",1972,8
999402,"36987-1887-1",1972,8
999402,"36987-1887-2",1972,8
999402,"36987-1887-3",1972,8
999402,"36987-1887-4",1972,8
1006305,"36987-1888-1",1972,8
1006305,"36987-1888-2",1972,8
1006305,"36987-1888-3",1972,8
1006305,"36987-1888-4",1972,8
1006300,"36987-1889-1",1972,8
1006300,"36987-1889-2",1972,8
1006300,"36987-1889-3",1972,8
1006300,"36987-1889-4",1972,8
1006300,"36987-1890-1",1972,8
1006300,"36987-1890-2",1972,8
1006300,"36987-1890-3",1972,8
1006300,"36987-1890-4",1972,8
995697,"36987-1891-1",1972,8
995697,"36987-1891-2",1972,8
995697,"36987-1891-3",1972,8
995697,"36987-1891-4",1972,8
995697,"36987-1892-1",1972,8
995697,"36987-1892-2",1972,8
995697,"36987-1892-3",1972,8
995697,"36987-1892-4",1972,8
1006333,"36987-1893-1",1972,8
1006333,"36987-1893-2",1972,8
1006333,"36987-1893-3",1972,8
1006333,"36987-1893-4",1972,8
1006333,"36987-1894-1",1972,8
1006333,"36987-1894-2",1972,8
1006333,"36987-1894-3",1972,8
1006333,"36987-1894-4",1972,8
1006335,"36987-1895-1",1972,8
1006335,"36987-1895-2",1972,8
1006335,"36987-1895-3",1972,8
1006335,"36987-1895-4",1972,8
1006335,"36987-1896-1",1972,8
1006335,"36987-1896-2",1972,8
1006335,"36987-1896-3",1972,8
1006335,"36987-1896-4",1972,8
1006337,"36987-1897-1",1972,8
1006337,"36987-1897-2",1972,8
1006337,"36987-1897-3",1972,8
1006337,"36987-1897-4",1972,8
1006321,"36987-1898-1",1972,8
1006321,"36987-1898-2",1972,8
1006321,"36987-1898-3",1972,8
1006321,"36987-1898-4",1972,8
1006321,"36987-1899-1",1972,8
1006321,"36987-1899-2",1972,8
1006321,"36987-1899-3",1972,8
1006321,"36987-1899-4",1972,8
1006326,"36987-1900-1",1972,8
1006326,"36987-1900-2",1972,8
1006326,"36987-1900-3",1972,8
1006326,"36987-1900-4",1972,8
1006326,"36987-1901-1",1972,8
1006326,"36987-1901-2",1972,8
1006326,"36987-1901-3",1972,8
1006326,"36987-1901-4",1972,8
867175,"36987-1902-1",1972,8
867175,"36987-1902-2",1972,8
867175,"36987-1902-3",1972,8
867175,"36987-1902-4",1972,8
867175,"36987-1903-1",1972,8
867175,"36987-1903-2",1972,8
867175,"36987-1903-3",1972,8
867175,"36987-1903-4",1972,8
999427,"36987-1904-1",1972,8
999427,"36987-1904-2",1972,8
999427,"36987-1904-3",1972,8
999427,"36987-1904-4",1972,8
999427,"36987-1905-1",1972,8
999427,"36987-1905-2",1972,8
999427,"36987-1905-3",1972,8
999427,"36987-1905-4",1972,8
1012320,"36987-1906-1",1972,8
1012320,"36987-1906-2",1972,8
1012320,"36987-1906-3",1972,8
1012320,"36987-1906-4",1972,8
1011972,"36987-1907-1",1972,8
1011972,"36987-1907-2",1972,8
1011972,"36987-1907-3",1972,8
1011972,"36987-1907-4",1972,8
1011972,"36987-1908-1",1972,8
1011972,"36987-1908-2",1972,8
1011972,"36987-1908-3",1972,8
1011972,"36987-1908-4",1972,8
852192,"36987-1909-1",1972,8
852192,"36987-1909-2",1972,8
852192,"36987-1909-3",1972,8
852192,"36987-1909-4",1972,8
852192,"36987-1910-1",1972,8
852192,"36987-1910-2",1972,8
852192,"36987-1910-3",1972,8
852192,"36987-1910-4",1972,8
867181,"36987-1911-1",1972,8
867181,"36987-1911-2",1972,8
867181,"36987-1911-3",1972,8
867181,"36987-1911-4",1972,8
867181,"36987-1912-1",1972,8
867181,"36987-1912-2",1972,8
867181,"36987-1912-3",1972,8
867181,"36987-1912-4",1972,8
966666,"36987-1913-1",1972,8
966666,"36987-1913-2",1972,8
966666,"36987-1913-3",1972,8
966666,"36987-1913-4",1972,8
966666,"36987-1914-1",1972,8
966666,"36987-1914-2",1972,8
966666,"36987-1914-3",1972,8
966666,"36987-1914-4",1972,8
966668,"36987-1915-1",1972,8
966668,"36987-1915-2",1972,8
966668,"36987-1915-3",1972,8
966668,"36987-1915-4",1972,8
852243,"36987-1916-1",1972,8
