"NDC","YEAR","MONTH"
"64679-105-03",2012,5
"64679-105-04",2012,5
"64679-105-05",2012,5
"64679-107-01",2012,5
"64679-107-02",2012,5
"64679-107-03",2012,5
"64679-107-04",2012,5
"64679-107-05",2012,5
"64679-121-01",2015,9
"64679-121-02",2015,9
"64679-121-03",2015,9
"64679-121-06",2015,9
"64679-121-08",2015,9
"64679-122-01",2015,9
"64679-122-02",2015,9
"64679-122-03",2015,9
"64679-122-06",2015,9
"64679-122-08",2015,9
"64679-123-01",2015,9
"64679-140-00",2012,5
"64679-140-01",2012,5
"64679-140-07",2012,5
"64679-140-08",2012,5
"64679-140-09",2012,5
"64679-140-10",2012,5
"64679-140-11",2012,5
"64679-152-01",2010,5
"64679-152-03",2010,5
"64679-152-04",2010,5
"64679-152-05",2010,5
"64679-153-01",2010,5
"64679-153-02",2010,5
"64679-153-03",2010,5
"64679-153-04",2010,5
"64679-153-05",2010,5
"64679-153-06",2010,5
"64679-154-01",2008,5
"64679-154-02",2008,5
"64679-154-03",2008,5
"64679-154-04",2008,5
"64679-155-01",2008,5
"64679-155-02",2008,5
"64679-155-03",2008,5
"64679-155-04",2008,5
"64679-171-01",2008,5
"64679-171-02",2008,5
"64679-171-03",2008,5
"64679-171-04",2008,5
"64679-172-01",2008,5
"64679-172-02",2008,5
"64679-172-03",2008,5
"64679-172-04",2008,5
"64679-174-01",2008,5
"64679-174-02",2008,5
"64679-174-03",2008,5
"64679-174-04",2008,5
"64679-175-01",2008,5
"64679-175-02",2008,5
"64679-175-03",2008,5
"64679-175-04",2008,5
"64679-177-01",2008,5
"64679-177-02",2008,5
"64679-177-03",2008,5
"64679-177-04",2008,5
"64679-185-01",2013,3
"64679-186-01",2013,3
"64679-209-01",2008,1
"64679-209-02",2008,1
"64679-209-03",2008,1
"64679-271-01",2012,11
"64679-271-02",2012,11
"64679-271-04",2012,11
"64679-272-01",2012,11
"64679-272-02",2012,11
"64679-272-04",2012,11
"64679-273-01",2012,11
"64679-273-02",2012,11
"64679-273-04",2012,11
"64679-274-01",2012,11
"64679-274-02",2012,11
"64679-274-03",2012,11
"64679-275-01",2012,11
"64679-275-02",2012,11
"64679-275-04",2012,11
"64679-290-02",2012,9
"64679-311-01",2011,5
"64679-311-02",2011,5
"64679-311-03",2011,5
"64679-311-04",2011,5
"64679-311-05",2011,5
"64679-311-06",2011,5
"64679-311-07",2011,5
"64679-311-08",2011,5
"64679-312-01",2011,5
"64679-312-02",2011,5
"64679-312-03",2011,5
"64679-312-04",2011,5
"64679-312-05",2011,5
"64679-312-06",2011,5
"64679-312-07",2011,5
"64679-312-08",2011,5
"64679-314-00",2012,8
"64679-314-01",2012,8
"64679-314-02",2012,8
"64679-314-03",2012,8
"64679-314-04",2012,8
"64679-315-00",2012,11
"64679-315-01",2012,11
"64679-315-02",2012,11
"64679-315-03",2012,11
"64679-315-04",2012,11
"64679-363-01",2017,6
"64679-374-00",2010,8
"64679-374-01",2010,8
"64679-374-05",2010,8
"64679-374-07",2010,8
"64679-374-08",2010,8
"64679-374-09",2010,8
"64679-411-01",2010,12
"64679-411-02",2010,12
"64679-411-03",2010,12
"64679-411-04",2010,12
"64679-412-01",2010,12
"64679-412-02",2010,12
"64679-412-03",2010,12
"64679-412-04",2010,12
"64679-414-01",2010,12
"64679-414-02",2010,12
"64679-414-03",2010,12
"64679-414-04",2010,12
"64679-421-01",2007,9
"64679-421-02",2007,9
"64679-421-03",2007,9
"64679-421-04",2007,9
"64679-422-01",2007,9
"64679-422-02",2007,9
"64679-422-03",2007,9
"64679-422-04",2007,9
"64679-422-05",2007,9
"64679-423-01",2007,9
"64679-423-02",2007,9
"64679-423-03",2007,9
"64679-423-04",2007,9
"64679-433-01",2011,1
"64679-433-02",2011,1
"64679-433-03",2011,1
"64679-433-04",2011,1
"64679-433-05",2011,1
"64679-434-01",2011,1
"64679-434-02",2011,1
"64679-434-03",2011,1
"64679-434-04",2011,1
"64679-434-05",2011,1
"64679-447-01",2009,12
"64679-447-02",2009,12
"64679-447-03",2009,12
"64679-447-04",2009,12
"64679-447-05",2009,12
"64679-447-06",2009,12
"64679-447-07",2009,12
"64679-516-01",2010,4
"64679-516-02",2010,4
"64679-516-03",2010,4
"64679-516-04",2010,4
"64679-516-05",2010,4
"64679-544-01",2011,6
"64679-544-02",2011,6
"64679-544-03",2011,6
"64679-544-04",2011,6
"64679-544-05",2011,6
"64679-545-01",2011,6
"64679-545-02",2011,6
"64679-545-03",2011,6
"64679-545-04",2011,6
"64679-545-05",2011,6
"64679-547-01",2011,6
"64679-547-02",2011,6
"64679-547-03",2011,6
"64679-547-04",2011,6
"64679-547-05",2011,6
"64679-553-01",2008,10
"64679-553-02",2008,10
"64679-553-03",2008,10
"64679-553-04",2008,10
"64679-554-01",2008,10
"64679-554-02",2008,10
"64679-554-03",2008,10
"64679-554-04",2008,10
"64679-555-01",2008,10
"64679-555-02",2008,10
"64679-555-03",2008,10
"64679-555-04",2008,10
"64679-557-01",2008,10
"64679-557-02",2008,10
"64679-557-03",2008,10
"64679-557-04",2008,10
"64679-571-01",2008,10
"64679-571-02",2008,10
"64679-571-03",2008,10
"64679-571-04",2008,10
"64679-572-01",2008,10
"64679-572-02",2008,10
"64679-572-03",2008,10
"64679-572-04",2008,10
"64679-630-07",2009,7
"64679-630-08",2009,7
"64679-631-01",2009,11
"64679-631-02",2009,11
"64679-632-01",2011,5
"64679-633-01",2011,5
"64679-633-02",2011,5
"64679-634-01",2011,5
"64679-635-01",2011,5
"64679-635-02",2011,5
"64679-636-01",2011,5
"64679-636-02",2011,5
"64679-661-01",2008,6
"64679-661-02",2008,6
"64679-661-03",2008,6
"64679-662-01",2008,3
"64679-662-02",2008,3
"64679-669-01",2012,9
"64679-669-02",2012,9
"64679-669-03",2012,9
"64679-669-04",2012,9
"64679-669-05",2012,9
"64679-669-06",2012,9
"64679-669-07",2012,9
"64679-670-01",2012,9
"64679-670-02",2012,9
"64679-670-03",2012,9
"64679-670-04",2012,9
"64679-670-05",2012,9
"64679-670-06",2012,9
"64679-670-07",2012,9
"64679-679-01",2017,3
"64679-692-01",2009,10
"64679-693-01",2009,8
"64679-693-02",2009,8
"64679-693-03",2009,8
"64679-694-01",2009,5
"64679-698-01",2017,7
"64679-698-03",2017,7
"64679-699-01",2017,7
"64679-699-03",2017,7
"64679-700-01",2017,11
"64679-700-03",2017,11
"64679-701-01",2007,4
"64679-701-02",2007,4
"64679-701-03",2007,4
"64679-702-01",2007,4
"64679-702-02",2007,4
"64679-703-01",2007,4
"64679-703-02",2007,4
"64679-711-01",2012,8
"64679-711-02",2012,8
"64679-711-03",2012,8
"64679-711-04",2012,8
"64679-712-01",2007,6
"64679-712-02",2007,6
"64679-712-03",2007,6
"64679-712-04",2007,6
"64679-713-01",2007,6
"64679-713-02",2007,6
"64679-713-03",2007,6
"64679-714-01",2007,5
"64679-714-02",2007,5
"64679-714-04",2007,5
"64679-715-01",2007,5
"64679-715-02",2007,5
"64679-715-04",2007,5
"64679-716-01",2011,4
"64679-716-02",2011,4
"64679-716-03",2011,4
"64679-716-04",2011,4
"64679-716-05",2011,4
"64679-717-01",2011,4
"64679-717-02",2011,4
"64679-717-03",2011,4
"64679-717-04",2011,4
"64679-717-05",2011,4
"64679-718-01",2011,4
"64679-718-02",2011,4
"64679-718-03",2011,4
"64679-718-04",2011,4
"64679-718-05",2011,4
"64679-720-01",2008,1
"64679-720-02",2008,1
"64679-724-01",2009,2
"64679-724-02",2009,2
"64679-724-03",2009,2
"64679-724-04",2009,2
"64679-725-01",2009,8
"64679-725-02",2009,8
"64679-725-03",2009,8
"64679-725-04",2009,8
"64679-726-01",2006,12
"64679-727-01",2006,12
"64679-728-01",2009,2
"64679-729-01",2007,8
"64679-730-01",2007,8
"64679-734-01",2010,7
"64679-734-02",2010,7
"64679-734-03",2010,7
"64679-734-05",2010,7
"64679-734-08",2010,7
"64679-734-09",2010,7
"64679-735-01",2010,7
"64679-735-02",2010,7
"64679-735-03",2010,7
"64679-735-05",2010,7
"64679-735-08",2010,7
"64679-735-09",2010,7
"64679-736-01",2010,7
"64679-736-02",2010,7
"64679-736-03",2010,7
"64679-736-05",2010,7
"64679-736-08",2010,7
"64679-736-09",2010,7
"64679-737-01",2010,7
"64679-737-02",2010,7
"64679-737-03",2010,7
"64679-737-05",2010,7
"64679-737-08",2010,7
"64679-738-01",2012,8
"64679-738-02",2012,8
"64679-738-03",2012,8
"64679-738-05",2012,8
"64679-739-01",2008,10
"64679-739-02",2008,10
"64679-739-04",2008,10
"64679-740-00",2008,7
"64679-740-01",2008,7
"64679-740-02",2008,7
"64679-740-03",2008,7
"64679-740-04",2008,7
"64679-740-05",2008,7
"64679-741-00",2007,11
"64679-741-01",2007,11
"64679-741-02",2007,11
"64679-741-03",2007,11
"64679-741-05",2007,11
"64679-741-06",2007,11
"64679-742-01",2009,12
"64679-742-02",2009,12
"64679-742-03",2009,12
"64679-742-04",2009,12
"64679-742-08",2009,12
"64679-742-09",2009,12
"64679-743-01",2007,7
"64679-743-02",2007,7
"64679-743-03",2007,7
"64679-743-04",2007,7
"64679-744-07",2012,2
"64679-744-09",2012,2
"64679-757-01",2007,3
"64679-757-02",2007,3
"64679-757-03",2007,3
"64679-758-01",2007,3
"64679-758-02",2007,3
"64679-758-03",2007,3
"64679-758-04",2007,3
"64679-758-05",2007,3
"64679-758-06",2007,3
"64679-759-01",2007,3
"64679-759-02",2007,3
"64679-759-03",2007,3
"64679-759-04",2007,3
"64679-759-05",2007,3
"64679-759-06",2007,3
"64679-759-07",2007,3
"64679-759-08",2007,3
"64679-759-09",2007,3
"64679-762-01",2008,5
"64679-762-02",2008,5
"64679-762-03",2008,5
"64679-762-04",2008,5
"64679-762-05",2008,5
"64679-762-06",2008,5
"64679-763-01",2008,5
"64679-763-02",2008,5
"64679-763-03",2008,5
"64679-763-04",2008,5
"64679-763-05",2008,5
"64679-763-06",2008,5
"64679-763-07",2008,5
"64679-763-08",2008,5
"64679-764-01",2008,11
"64679-764-02",2008,11
"64679-764-03",2008,11
"64679-764-04",2008,11
"64679-765-01",2008,11
"64679-765-02",2008,11
"64679-765-03",2008,11
"64679-765-04",2008,11
"64679-771-01",2012,8
"64679-771-02",2012,8
"64679-771-03",2012,8
"64679-771-04",2012,8
"64679-771-05",2012,8
"64679-773-01",2012,8
"64679-773-02",2012,8
"64679-773-03",2012,8
"64679-773-04",2012,8
"64679-773-05",2012,8
"64679-774-01",2012,8
"64679-774-02",2012,8
"64679-774-03",2012,8
"64679-774-04",2012,8
"64679-774-05",2012,8
"64679-775-01",2012,8
"64679-775-02",2012,8
"64679-775-03",2012,8
"64679-775-04",2012,8
"64679-775-05",2012,8
"64679-776-01",2012,8
"64679-776-02",2012,8
"64679-776-03",2012,8
"64679-776-04",2012,8
"64679-776-05",2012,8
"64679-780-01",2008,10
"64679-781-02",2012,10
"64679-781-03",2012,10
"64679-810-08",1983,7
"64679-902-01",1997,3
"64679-902-02",1997,3
"64679-902-05",1997,3
"64679-903-01",1997,3
"64679-903-02",1997,3
"64679-903-05",1997,3
"64679-904-01",1997,3
"64679-904-02",1997,3
"64679-904-05",1997,3
"64679-905-01",1997,3
"64679-905-04",1997,3
"64679-906-01",1998,12
"64679-906-02",1998,12
"64679-906-03",1998,12
"64679-906-04",1998,12
"64679-906-05",1998,12
"64679-906-06",1998,12
"64679-906-11",1998,12
"64679-906-12",1998,12
"64679-907-01",1998,12
"64679-907-02",1998,12
"64679-907-03",1998,12
"64679-907-04",1998,12
"64679-907-08",1998,12
"64679-907-09",1998,12
"64679-920-01",2005,7
"64679-920-02",2005,7
"64679-921-01",2005,7
"64679-921-02",2005,7
"64679-922-01",2005,7
"64679-922-02",2005,7
"64679-923-07",2009,12
"64679-923-10",2009,12
"64679-924-07",2009,12
"64679-924-10",2009,12
"64679-925-07",2009,12
"64679-925-10",2009,12
"64679-926-07",2009,12
"64679-926-10",2009,12
"64679-927-01",2007,4
"64679-927-02",2007,4
"64679-927-03",2007,4
"64679-927-05",2007,4
"64679-928-01",2007,4
"64679-928-02",2007,4
"64679-928-03",2007,4
"64679-928-05",2007,4
"64679-928-06",2007,4
"64679-929-01",2007,4
"64679-929-02",2007,4
"64679-929-03",2007,4
"64679-929-05",2007,4
"64679-929-06",2007,4
"64679-936-01",2001,4
"64679-936-02",2001,4
"64679-936-03",2001,4
"64679-937-01",2001,4
"64679-937-02",2001,4
"64679-937-03",2001,4
"64679-941-01",2007,4
"64679-941-02",2007,4
"64679-941-03",2007,4
"64679-941-05",2007,4
"64679-941-06",2007,4
"64679-942-01",2007,4
"64679-942-02",2007,4
"64679-942-03",2007,4
"64679-942-05",2007,4
"64679-945-01",2006,7
"64679-946-01",2006,7
"64679-947-01",2008,6
"64679-947-02",2008,6
"64679-948-01",2008,6
"64679-948-02",2008,6
"64679-949-01",2006,5
"64679-949-02",2006,5
"64679-953-01",2007,4
"64679-953-02",2007,4
"64679-953-03",2007,4
"64679-953-05",2007,4
"64679-954-01",2006,5
"64679-962-03",2015,7
"64679-964-08",2015,7
"64679-965-01",2003,9
"64679-966-01",2003,9
"64679-967-01",2003,9
"64679-968-01",2003,9
"64679-972-00",2005,3
"64679-972-01",2005,3
"64679-972-02",2005,3
"64679-972-03",2005,3
"64679-973-01",2008,7
"64679-973-02",2008,7
"64679-973-03",2008,7
"64679-973-04",2008,7
"64679-974-01",2008,7
"64679-974-02",2008,7
"64679-974-03",2008,7
"64679-974-04",2008,7
"64679-975-01",2008,7
"64679-975-02",2008,7
"64679-975-03",2008,7
"64679-975-04",2008,7
"64679-982-07",2012,2
"64679-982-09",2012,2
"64679-983-01",2006,5
"64679-983-02",2006,5
"64679-987-05",2012,2
"64679-987-08",2012,2
"64679-987-10",2012,2
"64679-987-11",2012,2
"64679-987-14",2012,2
"64679-987-17",2012,2
"64679-987-20",2012,2
"64679-987-22",2012,2
"64679-987-24",2012,2
"64679-990-01",2005,12
"64679-991-01",2012,9
"64679-991-02",2012,9
"64679-991-03",2012,9
"64679-991-04",2012,9
"64679-991-06",2012,9
"64679-992-01",2012,9
"64679-992-02",2012,9
"64679-992-03",2012,9
"64679-992-04",2012,9
"64679-992-06",2012,9
"64679-993-01",2012,9
"64679-993-02",2012,9
"64679-993-03",2012,9
"64679-993-04",2012,9
"64679-993-06",2012,9
"64679-994-01",2012,9
"64679-994-02",2012,9
"64679-994-03",2012,9
"64679-994-04",2012,9
"64679-994-06",2012,9
"64680-0001-1",1999,1
"64693-002-01",1999,12
"64693-002-02",1999,12
"64696-1968-1",2007,11
"64696-1968-2",2007,11
"64696-1968-3",2007,11
"64696-1968-4",2007,11
"64696-1968-5",2007,11
"64712-001-01",1936,1
"64717-0513-1",1998,9
"64717-0513-2",1998,9
"64717-0513-3",1998,9
"64717-0513-4",1998,9
"64717-0513-5",1998,9
"64720-130-10",2007,5
"64720-132-10",2007,5
"64720-134-10",2014,11
"64720-135-10",2007,5
"64720-136-10",2007,5
"64720-139-10",2003,7
"64720-224-10",2009,10
"64720-225-10",2009,10
"64720-226-10",2009,10
"64720-230-10",2015,9
"64720-237-10",2014,4
"64720-238-10",2014,4
"64720-239-10",2014,4
"64720-295-10",2014,9
"64720-295-50",2014,9
"64720-296-10",2014,9
"64720-296-11",2014,9
"64720-321-10",2007,11
"64720-321-50",2007,11
"64720-336-03",2015,7
"64720-336-10",2015,7
"64720-336-50",2015,7
"64720-401-10",2016,9
"64720-402-10",2016,9
"64720-403-10",2016,9
"64720-404-10",2016,9
"64720-405-10",2016,9
"64720-406-10",2016,9
"64724-1016-1",2012,2
"64724-1016-2",2012,2
"64724-1016-3",2012,2
"64724-1017-1",2012,2
"64725-0003-1",2009,8
"64725-0004-1",2011,2
"64725-0007-1",2002,11
"64725-0008-1",2007,9
"64725-0009-1",2002,11
"64725-0010-1",2007,10
"64725-0012-1",2012,8
"64725-0017-1",2005,11
"64725-0026-1",2009,3
"64725-0034-1",2011,6
"64725-0036-1",2011,6
"64725-0041-1",2005,12
"64725-0045-1",2010,12
"64725-0047-1",2010,8
"64725-0056-1",2006,6
"64725-0058-1",2010,10
"64725-0080-1",2008,1
"64725-0083-1",2003,9
"64725-0097-1",2003,9
"64725-0098-1",2007,4
"64725-0101-1",2012,1
"64725-0102-1",2010,4
"64725-0104-1",2014,4
"64725-0110-1",2008,10
"64725-0111-1",2011,11
"64725-0112-1",2011,11
"64725-0113-1",2008,11
"64725-0114-1",2008,11
"64725-0121-1",2006,1
"64725-0126-1",2006,4
"64725-0136-1",2010,11
"64725-0137-1",2007,10
"64725-0138-1",2006,8
"64725-0139-1",2011,3
"64725-0145-1",2012,3
"64725-0146-1",1986,8
"64725-0147-1",2012,3
"64725-0148-1",2012,3
"64725-0149-1",2012,3
"64725-0158-1",2009,1
"64725-0159-1",1976,7
"64725-0161-1",2010,11
"64725-0169-1",2010,11
"64725-0170-1",2010,11
"64725-0192-1",2008,1
"64725-0193-1",2008,1
"64725-0197-1",2007,4
"64725-0209-1",1992,9
"64725-0212-1",2007,10
"64725-0213-1",2007,10
"64725-0214-1",1986,6
"64725-0215-1",1987,9
"64725-0221-1",2010,5
"64725-0222-1",2010,5
"64725-0238-0",2011,1
"64725-0242-1",1991,10
"64725-0247-1",2007,8
"64725-0250-1",2012,9
"64725-0251-1",2012,9
"64725-0259-1",2012,3
"64725-0265-1",2011,10
"64725-0272-1",2010,12
"64725-0280-1",2009,2
"64725-0281-1",2009,2
"64725-0282-1",2007,7
"64725-0283-1",2007,7
"64725-0284-1",2007,7
"64725-0292-1",2008,1
"64725-0302-1",1984,7
"64725-0304-1",2011,8
"64725-0314-1",2000,8
"64725-0315-1",2013,8
"64725-0319-1",2012,4
"64725-0321-1",2012,4
"64725-0323-1",1984,7
"64725-0327-1",1986,6
"64725-0351-1",2007,2
"64725-0361-1",2009,12
"64725-0376-1",1972,11
"64725-0397-1",2002,1
"64725-0401-1",2000,1
"64725-0433-1",1990,9
"64725-0434-1",1990,9
"64725-0465-1",2009,11
"64725-0471-1",2000,7
"64725-0477-1",1997,7
"64725-0490-1",2014,4
"64725-0500-1",1987,12
"64725-0501-1",1987,12
"64725-0507-1",2004,11
"64725-0511-1",2010,1
"64725-0513-1",2009,9
"64725-0514-1",2006,1
"64725-0515-1",2009,9
"64725-0526-1",2003,8
"64725-0544-1",2009,12
"64725-0545-1",2009,12
"64725-0550-1",2006,12
"64725-0552-1",2012,4
"64725-0554-1",2012,4
"64725-0555-1",2012,4
"64725-0579-1",2009,3
"64725-0586-1",1974,9
"64725-0595-1",2014,6
"64725-0600-1",2011,2
"64725-0604-1",2010,6
"64725-0621-1",2007,12
"64725-0624-1",2009,1
"64725-0625-1",2009,1
"64725-0649-1",2000,1
"64725-0657-1",2001,3
"64725-0658-1",2001,3
"64725-0691-1",2005,6
"64725-0707-1",2009,3
"64725-0710-1",2009,3
"64725-0711-1",1998,11
"64725-0720-1",2008,1
"64725-0736-1",2010,4
"64725-0737-1",2010,4
"64725-0747-1",2014,6
"64725-0750-1",2001,8
"64725-0751-1",2012,2
"64725-0757-1",2012,2
"64725-0772-1",2001,12
"64725-0773-1",2001,12
"64725-0797-1",2008,7
"64725-0798-1",2008,7
"64725-0800-1",1996,7
"64725-0801-1",1996,6
"64725-0833-1",1997,7
"64725-0911-1",2011,6
"64725-0924-1",2009,12
"64725-0930-3",2016,2
"64725-0930-4",2016,2
"64725-0955-1",2012,6
"64725-0981-1",2000,7
"64725-0993-1",2012,9
"64725-0994-1",2012,9
"64725-1020-1",2002,7
"64725-1021-1",2012,1
"64725-1053-1",2000,2
"64725-1100-1",2013,12
"64725-1110-1",2008,10
"64725-1117-1",2003,6
"64725-1130-1",2009,1
"64725-1258-1",1992,8
"64725-1260-1",1989,9
"64725-1324-1",2002,7
"64725-1342-1",2003,12
"64725-1397-1",1974,7
"64725-1438-1",1987,10
"64725-1460-1",1987,4
"64725-1473-1",1985,12
"64725-1487-1",1977,11
"64725-1488-1",1977,11
"64725-1690-1",2010,11
"64725-1700-1",2013,3
"64725-1782-9",1986,9
"64725-1833-1",1991,6
"64725-1834-1",1991,7
"64725-1837-1",1991,6
"64725-1924-3",2016,3
"64725-1924-4",2016,3
"64725-1945-1",2011,1
"64725-2057-1",2012,10
"64725-2164-1",2013,2
"64725-2168-1",2013,2
"64725-2202-1",1988,1
"64725-2220-1",2009,9
"64725-2434-1",2007,8
"64725-2435-1",2007,8
"64725-2527-1",1980,11
"64725-2810-1",2010,12
"64725-2957-1",2007,3
"64725-3004-1",2009,2
"64725-3005-1",2009,2
"64725-3159-1",2011,10
"64725-3228-1",2003,1
"64725-3339-1",2007,5
"64725-3920-1",2003,12
"64725-3925-1",1986,12
"64725-3926-1",1986,12
"64725-4005-1",1996,10
"64725-4067-1",2007,2
"64725-4111-1",2006,9
"64725-4887-1",2011,9
"64725-5150-1",2006,1
"64725-5181-1",2002,3
"64725-5307-1",1973,9
"64725-5375-1",1986,5
"64725-5400-1",2002,7
"64725-5440-1",1977,2
"64725-5620-1",1987,2
"64725-5768-1",2011,10
"64725-5790-1",2012,12
"64725-5895-1",1997,10
"64725-5896-1",1997,10
"64725-5914-1",1974,7
"64725-5916-1",1974,7
"64725-6044-1",1980,7
"64725-7544-1",2013,12
"64725-7597-1",2012,6
"64725-7915-1",1988,5
"64725-8031-1",1999,3
"64725-8166-1",2012,3
"64735-060-04",1960,1
"64735-060-21",1960,1
"64735-070-04",1960,1
"64735-080-01",1960,1
"64735-080-04",1960,1
"64735-080-12",1960,1
"64735-080-13",1960,1
"64735-080-21",1960,1
"64735-080-25",1960,1
"64735-080-26",1960,1
"64745-001-01",1936,1
"64760-200-02",2010,4
"64760-202-02",2010,11
"64760-213-01",2010,4
"64760-213-02",2010,4
"64760-219-01",2010,1
"64760-301-01",2010,10
"64760-302-01",2010,10
"64760-601-03",2016,8
"64760-602-03",2016,8
"64760-706-01",2016,10
"64760-708-01",2016,10
"64760-712-01",2017,3
"64762-864-15",2009,11
"64762-864-22",2009,11
"64762-865-15",2009,11
"64762-865-22",2009,11
"64763-099-01",2002,1
"64763-099-02",2002,1
"64763-099-03",2002,1
"64764-046-06",1995,5
"64764-046-11",1995,5
"64764-046-13",1995,5
"64764-046-19",1995,5
"64764-080-60",2006,1
"64764-119-01",2009,9
"64764-119-03",2009,9
"64764-119-05",2009,9
"64764-119-06",2009,9
"64764-119-07",2009,9
"64764-119-10",2009,9
"64764-121-03",2013,1
"64764-121-04",2013,1
"64764-121-05",2013,1
"64764-123-03",2013,1
"64764-123-04",2013,1
"64764-123-05",2013,1
"64764-124-03",2013,1
"64764-124-04",2013,1
"64764-124-05",2013,1
"64764-125-02",2013,1
"64764-125-30",2013,1
"64764-125-50",2013,1
"64764-125-90",2013,1
"64764-151-02",1999,7
"64764-151-04",1999,7
"64764-151-05",1999,7
"64764-151-06",1999,7
"64764-155-18",2005,8
"64764-155-41",2005,8
"64764-155-60",2005,8
"64764-158-18",2005,8
"64764-158-41",2005,8
"64764-158-60",2005,8
"64764-171-00",2010,4
"64764-171-01",2010,4
"64764-171-03",2010,4
"64764-171-11",2010,4
"64764-171-19",2010,4
"64764-171-30",2010,4
"64764-171-90",2010,4
"64764-175-00",2010,4
"64764-175-01",2010,4
"64764-175-02",2010,4
"64764-175-11",2010,4
"64764-175-19",2010,4
"64764-175-30",2010,4
"64764-175-90",2010,4
"64764-240-10",2006,1
"64764-240-60",2006,1
"64764-250-02",2013,1
"64764-250-30",2013,1
"64764-250-50",2013,1
"64764-250-90",2013,1
"64764-251-03",2013,1
"64764-251-04",2013,1
"64764-251-05",2013,1
"64764-253-03",2013,1
"64764-253-04",2013,1
"64764-253-05",2013,1
"64764-254-03",2013,1
"64764-254-04",2013,1
"64764-254-05",2013,1
"64764-300-20",2014,5
"64764-301-02",1999,7
"64764-301-14",1999,7
"64764-301-15",1999,7
"64764-301-16",1999,7
"64764-302-30",2006,7
"64764-302-90",2006,7
"64764-304-30",2006,7
"64764-304-90",2006,7
"64764-310-07",2010,6
"64764-310-33",2010,6
"64764-335-01",2013,1
"64764-335-60",2013,1
"64764-335-77",2013,1
"64764-335-80",2013,1
"64764-337-01",2013,1
"64764-337-60",2013,1
"64764-337-77",2013,1
"64764-337-80",2013,1
"64764-451-02",1999,7
"64764-451-24",1999,7
"64764-451-25",1999,7
"64764-451-26",1999,7
"64764-510-07",2010,6
"64764-510-33",2010,6
"64764-541-05",1995,5
"64764-541-11",1995,5
"64764-541-19",1995,5
"64764-541-30",1995,5
"64764-543-05",2002,8
"64764-543-11",2002,8
"64764-544-05",2002,8
"64764-544-11",2002,8
"64764-550-07",2013,10
"64764-550-09",2013,10
"64764-550-30",2013,10
"64764-550-77",2013,10
"64764-550-90",2013,10
"64764-560-07",2013,10
"64764-560-09",2013,10
"64764-560-30",2013,10
"64764-560-77",2013,10
"64764-560-90",2013,10
"64764-570-07",2013,10
"64764-570-09",2013,10
"64764-570-30",2013,10
"64764-570-77",2013,10
"64764-570-90",2013,10
"64764-580-07",2013,10
"64764-580-09",2013,10
"64764-580-30",2013,10
"64764-580-77",2013,10
"64764-580-90",2013,10
"64764-625-30",2013,1
"64764-625-90",2013,1
"64764-677-11",2009,2
"64764-677-13",2009,2
"64764-677-19",2009,2
"64764-677-30",2009,2
"64764-702-01",1997,12
"64764-720-07",2013,10
"64764-720-09",2013,10
"64764-720-30",2013,10
"64764-720-77",2013,10
"64764-720-90",2013,10
"64764-730-07",2013,10
"64764-730-09",2013,10
"64764-730-30",2013,10
"64764-730-77",2013,10
"64764-730-90",2013,10
"64764-750-07",2013,10
"64764-750-09",2013,10
"64764-750-30",2013,10
"64764-750-77",2013,10
"64764-750-90",2013,10
"64764-805-10",2005,7
"64764-805-22",2005,7
"64764-805-30",2005,7
"64764-890-00",2014,9
"64764-890-99",2014,9
"64764-918-11",2009,2
"64764-918-18",2009,2
"64764-918-30",2009,2
"64764-918-90",2009,2
"64764-944-07",2011,12
"64764-944-30",2011,12
"64764-944-90",2011,12
"64764-994-07",2011,12
"64764-994-30",2011,12
"64764-994-90",2011,12
"64772-127-52",2015,4
"64778-0213-3",2017,12
"64778-0214-2",1999,10
"64778-0215-3",2017,12
"64778-0216-3",2017,12
"64778-0217-3",2017,12
"64778-0218-1",2005,4
"64778-0219-3",2017,12
"64778-0236-3",2017,12
"64778-0239-3",2017,12
"64778-0244-1",2006,6
"64778-0373-3",2017,12
"64778-0375-3",2017,12
"64778-0376-3",2017,12
"64778-0377-3",2017,12
"64778-0378-1",2005,5
"64778-0379-3",2017,12
"64778-0386-3",2017,12
"64778-0388-3",2017,12
"64778-0393-1",2000,2
"64778-0394-1",2000,4
"64778-0396-1",2000,2
"64778-0398-1",2005,4
"64778-0399-1",2000,2
"64778-0446-3",2017,12
"64778-0448-3",2017,12
"64778-0493-1",2005,7
"64778-0494-3",2017,12
"64778-0496-1",2005,7
"64778-0498-1",2005,7
"64778-0499-3",2017,12
"64778-1212-1",2005,4
"64778-1213-1",2005,4
"64778-1371-1",2003,5
"64778-1372-1",2003,5
"64778-1373-1",2011,2
"64778-1375-1",2003,5
"64778-1377-1",2003,5
"64778-1378-1",2011,2
"64778-1379-1",2003,5
"64778-1443-1",2001,6
"64792-0001-1",1999,11
"64792-0001-2",1999,11
"64792-0001-3",1999,11
"64792-0001-4",1999,11
"64792-0001-5",1999,11
"64809-100-10",2011,9
"64809-100-11",2011,9
"64809-101-12",2011,9
"64809-101-13",2011,9
"64809-101-14",2011,9
"64809-101-15",2011,9
"64809-101-16",2011,9
"64809-101-21",2011,9
"64809-104-18",2011,9
"64809-104-19",2011,9
"64811-315-02",2016,11
"64841-773-25",2009,11
"64841-773-26",2009,11
"64842-1020-1",2015,10
